sentence,label,split
"although it 's a bit smug and repetitive , this documentary engages your brain in a way few current films do .",1,test
"watching haneke 's film is , aptly enough , a challenge and a punishment .",0,test
"once the audience figure out what 's being said , the filmmaker 's relative passivity will make it tough for them to really care .",0,test
"but like bruce springsteen 's gone to pot asbury park , new jersey , this sad sack waste of a movie is a city of ruins .",0,test
stay clear of reminding yourself that it 's a `` true story '' and you 're likely to have one helluva time at the movies .,1,test
"so routine , familiar and predictable , it raises the possibility that it wrote itself as a newly automated final draft computer program .",0,test
"in the process , they demonstrate that there 's still a lot of life in hong kong cinema .",1,test
"though mama takes a bit too long to find its rhythm and a third act plot development is somewhat melodramatic , its ribald humor and touching nostalgia are sure to please anyone in search of a jules and jim for the new millennium .",1,test
it 's absolutely spooky how lillard channels the shagster right down to the original casey kasem furnished voice .,1,test
"like those to rome , all roads in the banger sisters inevitably lead to a joke about hawn 's breasts , which constantly threaten to upstage the woman sporting them .",0,test
"a provocative movie about loss , anger , greed , jealousy , sickness and love .",1,test
"its scenes and sensibility are all more than familiar , but it exudes a kind of nostalgic spy movie charm and , at the same time , is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time .",1,test
"a soggy , shapeless mess ... just a dumb excuse for a waterlogged equivalent of a haunted house movie .",0,test
"there 's an audience for it , but it could have been funnier and more innocent .",0,test
achieves a sort of filmic epiphany that revels in the true potential of the medium .,1,test
"if you sometimes like to go to the movies to have fun , wasabi is a good place to start .",1,test
but hard to believe plot twists force the movie off track in its final half hour .,0,test
... always remains movingly genuine .,1,test
"maybe it 's the star power of the cast or the redundant messages , but something aboul `` full frontal '' seems , well , contrived .",0,test
the situations and jokes are as predictable and as lowbrow as the endless pratfalls the boys take in their high heels .,0,test
schindler 's list it ai n't .,0,test
a compelling portrait of moral emptiness,1,test
let your silly childhood nostalgia slumber unmolested .,0,test
"lrb a rrb superbly controlled , passionate adaptation of graham greene 's 1955 novel .",1,test
a refreshingly honest and ultimately touching tale of the sort of people usually ignored in contemporary american film .,1,test
"no , it 's the repetition of said behavior , and so children of the century is more mindless love than mad , more grating and boring than anything else .",0,test
a comic gem with some serious sparkles .,1,test
desperately unfunny when it tries to makes us laugh and desperately unsuspenseful when it tries to make us jump out of our seats .,0,test
"the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes .",1,test
a bravura exercise in emptiness .,0,test
"this concoction , so bizarre to the adult mind , is actually a charming triumph where its intended under 12 audience is concerned .",1,test
this one 's weaker than most .,0,test
"a lighthearted , feel good film that embraces the time honored truth that the most powerful thing in life is love .",1,test
the story bogs down in a mess of purposeless violence .,0,test
"i spy is an embarrassment , a monotonous , disjointed jumble of borrowed plot points and situations .",0,test
"a mawkish , implausible platonic romance that makes chaplin 's city lights seem dispassionate by comparison .",0,test
"rich in detail , gorgeously shot and beautifully acted , les destinees is , in its quiet , epic way , daring , inventive and refreshingly unusual .",1,test
"an offbeat , sometimes gross and surprisingly appealing animated film about the true meaning of the holidays .",1,test
"another great ` what you do n't see ' is much more terrifying than what you do see thriller , coupled with some arresting effects , incandescent tones and stupendous performances",1,test
"if you pitch your expectations at an all time low , you could do worse than this oddly cheerful but not particularly funny body switching farce .",0,test
"feels less like it 's about teenagers , than it was written by teenagers .",0,test
going to the website may be just as fun lrb and scary rrb as going to the film .,0,test
is this progress ?,0,test
"for a shoot 'em up , ballistic is oddly lifeless .",0,test
one of the best of the year .,1,test
there are moments it can be heart rending in an honest and unaffected lrb and gentle rrb way .,1,test
credibility levels are low and character development a non starter .,0,test
looks awfully like one long tourist spot for a mississippi that may never have existed outside of a scriptwriter 's imagination .,0,test
a solidly seaworthy chiller .,1,test
"when it comes to entertainment , children deserve better than pokemon 4ever .",0,test
"if this is the resurrection of the halloween franchise , it would have been better off dead .",0,test
"still , i thought it could have been more .",0,test
"a recent favourite at sundance , this white trash satire will inspire the affection of even those unlucky people who never owned a cassette of def leppard 's pyromania .",1,test
"though it is by no means his best work , laissez passer is a distinguished and distinctive effort by a bona fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them .",1,test
like mike does n't win any points for originality .,0,test
"ms. fulford wierzbicki is almost spooky in her sulky , calculating lolita turn .",1,test
"the movie has a soft , percolating magic , a deadpan suspense .",1,test
"legendary irish writer brendan behan 's memoir , borstal boy , has been given a loving screen transferral .",1,test
"at times funny and at other times candidly revealing , it 's an intriguing look at two performers who put themselves out there because they love what they do .",1,test
"it 's often faintly amusing , but the problems of the characters never become important to us , and the story never takes hold .",0,test
"it 's amazingly perceptive in its subtle , supportive but unsentimental look at the marks family .",1,test
"it uses an old time formula , it 's not terribly original and it 's rather messy but you just have to love the big , dumb , happy movie my big fat greek wedding .",1,test
"if you liked such movies as notting hill , four weddings and a funeral , bridget jones ' diary or high fidelity , then you wo n't want to miss about a boy .",1,test
"katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel to reel recordings of meeropol entertaining his children to create his song history , but most powerful of all is the song itself",1,test
"lrb it 's rrb difficult to get beyond the overall blandness of american chai , despite its likable performances and refreshingly naive point of view .",0,test
a worthy tribute to a great humanitarian and her vibrant ` co stars . ',1,test
"but as a movie , it 's a humorless , disjointed mess .",0,test
what 's next ?,1,test
"frustratingly , dridi tells us nothing about el gallo other than what emerges through his music .",0,test
showtime is closer to slowtime .,0,test
"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .",1,test
"britney has been delivered to the big screen safe and sound , the way we like our 20 year old superstar girls to travel on the fame freeway .",1,test
has little on its mind aside from scoring points with drag gags .,0,test
an enchanting spectacular for potter fans anxious to ride the hogwarts express toward a new year of magic and mischief .,1,test
"it 's a nicely detailed world of pawns , bishops and kings , of wagers in dingy backrooms or pristine forests .",1,test
a real clunker .,0,test
the film seems a dead weight .,0,test
the voices are fine as well .,1,test
"it turns out to be a cut above the norm , thanks to some clever writing and sprightly acting .",1,test
an awkward and indigestible movie .,0,test
"showtime is one of the hapless victims of the arrogant `` if we put together a wry white man and a chatty black man and give them guns , the movie will be funny '' syndrome .",0,test
a frisky and fresh romantic comedy exporing sexual politics and the challenges of friendships between women .,1,test
but the characters tend to be cliches whose lives are never fully explored .,0,test
"as your relatives swap one mundane story after another , you begin to wonder if they are ever going to depart .",0,test
"wasabi is slight fare indeed , with the entire project having the feel of something tossed off quickly lrb like one of hubert 's punches rrb , but it should go down smoothly enough with popcorn .",1,test
the film equivalent of a toy chest whose contents get scattered over the course of 80 minutes .,0,test
go see it and enjoy .,1,test
her film is unrelentingly claustrophobic and unpleasant .,0,test
"chicago is sophisticated , brash , sardonic , completely joyful in its execution .",1,test
obstacles are too easily overcome and there is n't much in the way of character development in the script .,0,test
a hysterical yet humorless disquisition on the thin line between sucking face and literally sucking face .,0,test
"the cold and dreary weather is a perfect metaphor for the movie itself , which contains few laughs and not much drama .",0,test
"on its own cinematic terms , it successfully showcases the passions of both the director and novelist byatt .",1,test
"pryor lite , with half the demons , half the daring , much less talent , many fewer laughs .",0,test
"this is a terrific character study , a probe into the life of a complex man .",1,test
"a romantic comedy , yes , but one with characters who think and talk about their goals , and are working on hard decisions .",1,test
any film featuring young children threatened by a terrorist bomb can no longer pass as mere entertainment .,0,test
what parents will suspect is that they 're watching a 76 minute commercial .,0,test
do n't let your festive spirit go this far .,0,test
"eastwood is an icon of moviemaking , one of the best actors , directors and producers around , responsible for some excellent work .",1,test
a historical epic with the courage of its convictions about both scope and detail .,1,test
a thinly veiled excuse for wilson to play his self deprecating act against murphy 's well honed prima donna shtick .,0,test
an epic of grandeur and scale that 's been decades gone from the popcorn pushing sound stages of hollywood .,1,test
"preposterous and tedious , sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure .",0,test
it will delight newcomers to the story and those who know it from bygone days .,1,test
the saturation bombing of reggio 's images and glass ' evocative music ... ultimately leaves viewers with the task of divining meaning .,0,test
"as a witness to several greek american weddings but , happily , a victim of none i can testify to the comparative accuracy of ms. vardalos ' memories and insights .",1,test
a wonderful character based comedy .,1,test
"k 19 may not hold a lot of water as a submarine epic , but it holds even less when it turns into an elegiacally soggy saving private ryanovich .",0,test
do n't waste your money .,0,test
"dreary , highly annoying ... ` some body ' will appeal to no one .",0,test
"just when the movie seems confident enough to handle subtlety , it dives into soapy bathos .",0,test
a carefully structured scream of consciousness that is tortured and unsettling but unquestionably alive .,1,test
punish the vehicle to adore the star .,0,test
"reign of fire may be little more than another platter of reheated aliens , but it 's still pretty tasty .",1,test
"thoughtful , even stinging at times , and lots of fun .",1,test
"it 's a humble effort , but spiced with wry humor and genuine pathos , especially between morgan and redgrave .",1,test
"the editing is chaotic , the photography grainy and badly focused , the writing unintentionally hilarious , the direction unfocused , the performances as wooden .",0,test
"the movie feels like it 's going to be great , and it carries on feeling that way for a long time , but takeoff just never happens .",0,test
an uneven but intriguing drama that is part homage and part remake of the italian masterpiece .,1,test
"a sweet natured reconsideration of one of san francisco 's most vital , if least widely recognized , creative fountainheads .",1,test
with spy kids 2 the island of lost dreams writer director producer robert rodriguez has cobbled together a film that feels like a sugar high gone awry .,0,test
"i found it slow , drab , and bordering on melodramatic .",0,test
lrb sen 's rrb soap opera ish approach undermines his good intentions .,0,test
the stories here suffer from the chosen format .,0,test
"... a cute and sometimes side splittingly funny blend of legally blonde and drop dead gorgeous , starring piper perabo in what could be her breakthrough role .",1,test
offers a breath of the fresh air of true sophistication .,1,test
a pro fat farce that overcomes much of its excessive moral baggage thanks to two appealing lead performances .,1,test
"there is no entry portal in the rules of attraction , and i spent most of the movie feeling depressed by the shallow , selfish , greedy characters .",0,test
at the bottom rung of the series ' entries .,0,test
"whatever eyre 's failings as a dramatist , he deserves credit for bringing audiences into this hard and bitter place .",1,test
the spark of special anime magic here is unmistakable and hard to resist .,1,test
"despite apparent motives to the contrary , it ends up being , like lrb seinfeld 's rrb revered tv show , about pretty much nothing .",0,test
"mr. parker has brilliantly updated his source and grasped its essence , composing a sorrowful and hilarious tone poem about alienated labor , or an absurdist workplace sitcom .",1,test
the transporter is as lively and as fun as it is unapologetically dumb,1,test
... too dull to enjoy .,0,test
"this is cool , slick stuff , ready to quench the thirst of an audience that misses the summer blockbusters .",1,test
characters wander into predictably treacherous situations even though they should know better .,0,test
"with a cast that includes some of the top actors working in independent film , lovely amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives .",1,test
... lrb like rrb channel surfing between the discovery channel and a late night made for cable action movie .,0,test
i hated every minute of it .,0,test
this is a very fine movie go see it .,1,test
"this is n't my favorite in the series , still i enjoyed it enough to recommend .",1,test
a benign but forgettable sci fi diversion .,0,test
a bigger holiday downer than your end of year 401 lrb k rrb statement .,0,test
godawful boring slug of a movie .,0,test
provide lrb s rrb nail biting suspense and credible characters without relying on technology of the moment technique or pretentious dialogue .,1,test
"but like most rabbits , it seems to lack substance .",0,test
once you get into its rhythm ... the movie becomes a heady experience .,1,test
it is intensely personal and yet unlike quills deftly shows us the temper of the times .,1,test
"just because it really happened to you , honey , does n't mean that it 's interesting to anyone else .",0,test
hayek is stunning as frida and ... a star making project .,1,test
about as cutting edge as pet rock the movie .,0,test
a quietly reflective and melancholy new zealand film about an eventful summer in a 13 year old girl 's life .,1,test
an amazing and incendiary movie that dives straight into the rough waters of contradiction .,1,test
"benefits from a strong performance from zhao , but it 's dong jie 's face you remember at the end .",1,test
it 's a worthwhile tutorial in quantum physics and slash dash,1,test
"the acting is stiff , the story lacks all trace of wit , the sets look like they were borrowed from gilligan 's island and the cgi scooby might well be the worst special effects creation of the year .",0,test
star wars is back in a major way .,1,test
"unlike the nauseating fictions peddled by such ` have yourself a happy little holocaust ' movies as life is beautiful and jakob the liar , the grey zone is honest enough to deny the possibility of hope in auschwitz .",1,test
director nalin pan does n't do much to weigh any arguments one way or the other .,0,test
the pivotal narrative point is so ripe the film ca n't help but go soft and stinky .,0,test
most of the action setups are incoherent .,0,test
"compelling revenge thriller , though somewhat weakened by a miscast leading lady .",1,test
"if you 're not into the pokemon franchise , this fourth animated movie in four years wo n't convert you or even keep your eyes open .",0,test
"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel .",0,test
"the only thing worse than your substandard , run of the mill hollywood picture is an angst ridden attempt to be profound .",0,test
winds up feeling like lots of other quirky movies that try to score hipness points with young adults .,0,test
an instant candidate for worst movie of the year .,0,test
"a highly intriguing thriller , coupled with some ingenious plot devices and some lavishly built settings . .",1,test
"director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english language movie , the overpraised elizabeth .",1,test
good actress .,1,test
"an overblown clunker full of bad jokes , howling cliches and by the numbers action sequences .",0,test
"i can only imagine one thing worse than kevin spacey trying on an irish accent , and that 's sultry linda fiorentino doing the same thing .",0,test
on the right track to something that 's creepy and effective ... it 's just going to take more than a man in a bullwinkle costume to get there .,0,test
"if myers decides to make another austin powers movie , maybe he should just stick with austin and dr evil .",0,test
an atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding .,0,test
bad beyond belief and ridiculous beyond description .,0,test
"however , it lacks grandeur and that epic quality often associated with stevenson 's tale as well as with earlier disney efforts .",0,test
a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,1,test
"it sounds sick and twisted , but the miracle of shainberg 's film is that it truly is romance",1,test
what could have been a neat little story about believing in yourself is swamped by heavy handed melodrama .,0,test
a very funny look at how another culture handles the process of courting and marriage .,1,test
"instead , we just get messy anger , a movie as personal therapy .",0,test
like old myths and wonder tales spun afresh .,1,test
"with danilo donati 's witty designs and dante spinotti 's luscious cinematography , this might have made a decent children 's movie if only benigni had n't insisted on casting himself in the title role .",1,test
"nervy and sensitive , it taps into genuine artistic befuddlement , and at the same time presents a scathing indictment of what drives hollywood .",1,test
i regret to report that these ops are just not extreme enough .,0,test
i loved looking at this movie .,1,test
binoche and magimel are perfect in these roles .,1,test
"doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie 's spycraft and uses damon 's ability to be focused and sincere .",1,test
"the film 's sharp , often mischievous sense of humor will catch some off guard ...",1,test
"i wish i could say `` thank god it 's friday '' , but the truth of the matter is i was glad when it was over .",0,test
"lauren ambrose comes alive under the attention from two strangers in town with honest performances and realistic interaction between the characters , this is a coming of age story with a twist .",1,test
"occasionally , in the course of reviewing art house obscurities and slam bam action flicks , a jaded critic smacks into something truly new .",1,test
"`` men in black ii , '' has all the earmarks of a sequel .",1,test
"this is a raw and disturbing tale that took five years to make , and the trio 's absorbing narrative is a heart wrenching showcase indeed .",1,test
"yeah , these flicks are just that damn good .",1,test
a worthy entry into a very difficult genre .,1,test
"soul is what 's lacking in every character in this movie and , subsequently , the movie itself .",0,test
majidi gets uniformly engaging performances from his largely amateur cast .,1,test
an impressive if flawed effort that indicates real talent .,1,test
the best way to hope for any chance of enjoying this film is by lowering your expectations .,0,test
"still pretentious and filled with subtext , but entertaining enough at ` face value ' to recommend to anyone looking for something different .",1,test
woo 's fights have a distinct flair .,1,test
"the only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy , jovial team .",0,test
... has virtually no script at all ...,0,test
"we are left with a superficial snapshot that , however engaging , is insufficiently enlightening and inviting .",0,test
"why he was given free reign over this project he wrote , directed , starred and produced is beyond me .",0,test
gloriously goofy lrb and gory rrb midnight movie stuff .,1,test
the film makes a strong case for the importance of the musicians in creating the motown sound .,1,test
"at its best , the good girl is a refreshingly adult take on adultery ...",1,test
nair does capture the complexity of a big family and its trials and tribulations ...,1,test
"throwing caution to the wind with an invitation to the hedonist in us all , nair has constructed this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time or another .",1,test
"although life or something like it is very much in the mold of feel good movies , the cast and director stephen herek 's polished direction pour delightfully piquant wine from aged bottles .",1,test
at its best early on as it plays the culture clashes between the brothers .,1,test
the story ... is moldy and obvious .,0,test
"scotland , pa. is a strangely drab romp .",0,test
better at putting you to sleep than a sound machine .,0,test
... one of the most ingenious and entertaining thrillers i 've seen in quite a long time .,1,test
denzel washington 's efforts are sunk by all the sanctimony .,0,test
"despite a powerful portrayal by binoche , it 's a period romance that suffers from an overly deliberate pace and uneven narrative momentum .",0,test
she must have a very strong back .,1,test
we get some truly unique character studies and a cross section of americana that hollywood could n't possibly fictionalize and be believed .,1,test
the story drifts so inexorably into cliches about tortured lrb and torturing rrb artists and consuming but impossible love that you ca n't help but become more disappointed as each overwrought new sequence plods on .,0,test
an utterly compelling ` who wrote it ' in which the reputation of the most famous author who ever lived comes into question .,1,test
"this is the kind of movie that used to be right at home at the saturday matinee , and it still is .",1,test
not sweet enough to liven up its predictable story and will leave even fans of hip hop sorely disappointed .,0,test
"lrb drumline rrb is entertaining for what it does , and admirable for what it does n't do .",1,test
"the two leads are almost good enough to camouflage the dopey plot , but so much naturalistic small talk , delivered in almost muffled exchanges , eventually has a lulling effect .",0,test
"despite a story predictable enough to make the sound of music play like a nail biting thriller , its heart is so much in the right place it is difficult to get really peeved at it .",1,test
noyce 's film is contemplative and mournfully reflective .,1,test
despite the premise of a good story ... it wastes all its star power on cliched or meaningless roles .,0,test
"succumbs to the same kind of maudlin , sentimental mysticism that mars the touched by an angel school of non god spiritual uplift movies .",0,test
watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it .,1,test
bears is bad .,0,test
any movie this boring should be required to have ushers in the theater that hand you a cup of coffee every few minutes .,0,test
a film of precious increments artfully camouflaged as everyday activities .,1,test
the inherent strength of the material as well as the integrity of the filmmakers gives this coming of age story restraint as well as warmth .,1,test
i just did n't care as much for the story .,0,test
"very solid , very watchable first feature for director peter sheridan",1,test
"while super troopers is above academy standards , its quintet of writers could still use some more schooling .",0,test
"the overall effect is so completely inane that one would have to be mighty bored to even think of staying with this for more than , say , ten ... make that three minutes .",0,test
pumpkin sits in a patch somewhere between mirthless todd solondzian satire and callow student film .,0,test
"if kaufman kept cameron diaz a prisoner in a cage with her ape , in his latest , he 'd have them mate .",0,test
"still , it gets the job done a sleepy afternoon rental .",0,test
consider the title 's clunk on the head that suggests the overtime someone put in to come up with an irritatingly unimaginative retread concept .,0,test
"leave it to rohmer , now 82 , to find a way to bend current technique to the service of a vision of the past that is faithful to both architectural glories and commanding open spaces of the city as it was more than two centuries ago .",1,test
"sam jones became a very lucky filmmaker the day wilco got dropped from their record label , proving that one man 's ruin may be another 's fortune .",1,test
a minor picture with a major identity crisis it 's sort of true and it 's sort of bogus and it 's ho hum all the way through .,0,test
"a taut , intelligent psychological drama .",1,test
"barney has created a tour de force that is weird , wacky and wonderful .",1,test
it settles for being merely grim .,0,test
a work of astonishing delicacy and force .,1,test
"dark and disturbing , but also surprisingly funny .",1,test
a loving little film of considerable appeal .,1,test
watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote it .,0,test
"a free for all of half baked thoughts , clumsily used visual tricks and self indulgent actor moments .",0,test
the problem is n't that the movie hits so close to home so much as that it hits close to home while engaging in such silliness as that snake down the throat business and the inevitable shot of schwarzenegger outrunning a fireball .,0,test
can see where this dumbed down concoction is going .,0,test
"parker holds true to wilde 's own vision of a pure comedy with absolutely no meaning , and no desire to be anything but a polished , sophisticated entertainment that is in love with its own cleverness .",1,test
"these are names to remember , in order to avoid them in the future .",0,test
"if somebody was bored and ... decided to make a dull , pretentious version of jesus ' son , they 'd come up with something like bart freundlich 's world traveler .",0,test
new best friend should n't have gone straight to video it should have gone straight to a mystery science theater 3000 video .,0,test
"as a revenge thriller , the movie is serviceable , but it does n't really deliver the delicious guilty pleasure of the better film versions .",0,test
i was perplexed to watch it unfold with an astonishing lack of passion or uniqueness .,0,test
"lrb director peter rrb jackson and his crew have so steeped themselves in the majesty of tolkien 's writing that every frame produces new joys , whether you 're a fan of the books or not .",1,test
"... ambition is in short supply in the cinema , and egoyan tackles his themes and explores his characters ' crises with seriousness and compassion .",1,test
"it does n't help that the director and cinematographer stephen kazmierski shoot on grungy video , giving the whole thing a dirty , tasteless feel .",0,test
"lrb two rrb fairly dull contrasting and interlocking stories about miserable scandinavian settlers in 18th century canada , and yuppie sailboaters in the here and now .",0,test
"somewhere short of tremors on the modern b scene neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .",0,test
"their film falters , however , in its adherence to the disney philosophy of required poignancy , a salute that i 'd hoped the movie would avoid .",0,test
"the latest installment in the pokemon canon , pokemon 4ever is surprising less moldy and trite than the last two , likely because much of the japanese anime is set in a scenic forest where pokemon graze in peace .",1,test
it 's still worth a look .,1,test
jolie 's performance vanishes somewhere between her hair and her lips .,0,test
"never engaging , utterly predictable and completely void of anything remotely interesting or suspenseful .",0,test
"although trying to balance self referential humor and a normal ol' slasher plot seemed like a decent endeavor , the result does n't fully satisfy either the die hard jason fans or those who can take a good joke .",0,test
"a pleasant enough movie , held together by skilled ensemble actors .",1,test
"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",1,test
too close to phantom menace for comfort .,0,test
"without heavy handedness , dong provides perspective with his intelligent grasp of human foibles and contradictions .",1,test
"somehow we 're meant to buy that this doting mother would shun her kids , travel to one of the most dangerous parts of the world , don fatigues and become g.i. jane .",0,test
"marvelous , merry and , yes , melancholy film .",1,test
"reinforces the talents of screenwriter charlie kaufman , creator of adaptation and being john malkovich .",1,test
the timing in nearly every scene seems a half beat off .,0,test
more than makes up for its mawkish posing by offering rousing spates of genuine feeling .,1,test
"a woozy , roisterous , exhausting mess , and the off beat casting of its two leads turns out to be as ill starred as you might expect .",0,test
"the story 's so preposterous that i did n't believe it for a second , despite the best efforts of everyone involved .",0,test
its underlying mythology is a hodgepodge of inconsistencies that pose the question since when did dumb entertainment have to be this dumb ?,0,test
and forget about any attempt at a plot !,0,test
watstein handily directs and edits around his screenplay 's sappier elements ... and sustains off the hook 's buildup with remarkable assuredness for a first timer .,1,test
ice cube holds the film together with an engaging and warm performance ...,1,test
all this turns out to be neither funny nor provocative only dull .,0,test
tom green just gives them a bad odor .,0,test
"it 's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world .",1,test
it has fun being grown up .,1,test
"this is a great subject for a movie , but hollywood has squandered the opportunity , using it as a prop for warmed over melodrama and the kind of choreographed mayhem that director john woo has built his career on .",0,test
"children may not understand everything that happens i 'm not sure even miyazaki himself does but they will almost certainly be fascinated , and undoubtedly delighted .",1,test
"a distant , even sterile , yet compulsively watchable look at the sordid life of hogan 's heroes star bob crane .",1,test
this is the type of movie best enjoyed by frat boys and college kids while sucking on the bong and downing one alcoholic beverage after another .,0,test
the film is a travesty of the genre and even as spoof takes itself too seriously .,0,test
the long range appeal of `` minority report '' should transcend any awards it bags .,1,test
the film starts out as competent but unremarkable ... and gradually grows into something of considerable power .,1,test
ihops do n't pile on this much syrup .,0,test
a pleasant enough comedy that should have found a summer place .,1,test
"the unique tug of war with viewer expectations is undeniable , if not a pleasure in its own right .",1,test
"this is a particularly toxic little bonbon , palatable to only a chosen and very jaundiced few .",0,test
"sound the trumpets for the first time since desperately seeking susan , madonna does n't suck as an actress .",1,test
the truth is that the truth about charlie gets increasingly tiresome .,0,test
much anticipated and ultimately lackluster movie .,0,test
disturbingly superficial in its approach to the material .,0,test
"flat , but with a revelatory performance by michelle williams .",0,test
"unless you are in dire need of a diesel fix , there is no real reason to see it .",0,test
the movie gets muted and routine .,0,test
madonna still ca n't act a lick .,0,test
"if you 're not a prepubescent girl , you 'll be laughing at britney spears ' movie starring debut whenever it does n't have you impatiently squinting at your watch .",0,test
some actors have so much charisma that you 'd be happy to listen to them reading the phone book .,1,test
energetic and boldly provocative .,1,test
"not only does the movie fail to make us part of its reality , it fails the most basic relevancy test as well .",0,test
"the kooky yet shadowy vision clooney sustains throughout is daring , inventive and impressive .",1,test
i 'd give real money to see the perpetrators of chicago torn apart by dingoes .,0,test
"occasionally funny and consistently odd , and it works reasonably well as a star vehicle for zhao .",1,test
"awkward but sincere and , ultimately , it wins you over .",1,test
the whole damn thing is ripe for the jerry springer crowd .,0,test
"a lousy movie that 's not merely unwatchable , but also unlistenable .",0,test
flounders due to the general sense that no two people working on the production had exactly the same thing in mind .,0,test
"with youthful high spirits , tautou remains captivating throughout michele 's religious and romantic quests , and she is backed by a likable cast .",1,test
"if this is an example of the type of project that robert redford 's lab is willing to lend its imprimatur to , then perhaps it 's time to rethink independent films .",0,test
a great comedy filmmaker knows great comedy need n't always make us laugh .,1,test
"while this film is not in the least surprising , it is still ultimately very satisfying .",1,test
remarkably accessible and affecting .,1,test
"writhing under dialogue like ` you 're from two different worlds ' and ` tonight the maid is a lie and this , this is who you are , ' this schlock filled fairy tale hits new depths of unoriginality and predictability .",0,test
"this cheery , down to earth film is warm with the cozy feeling of relaxing around old friends .",1,test
"plays as hollow catharsis , with lots of tears but very little in the way of insights .",0,test
"will probably stay in the shadow of its two older , more accessible qatsi siblings .",0,test
credibility sinks into a mire of sentiment .,0,test
"director brian levant , who never strays far from his sitcom roots , skates blithely from one implausible situation to another , pausing only to tie up loose ends with more bows than you 'll find on a french poodle .",0,test
it 's hard to tell with all the crashing and banging where the salesmanship ends and the movie begins .,0,test
"but it 's emotionally engrossing , too , thanks to strong , credible performances from the whole cast .",1,test
francophiles will snicker knowingly and you 'll want to slap them .,0,test
lrb plays rrb in broad outline as pandering middle age buddy comedy .,0,test
one hour photo is an intriguing snapshot of one man and his delusions it 's just too bad it does n't have more flashes of insight .,0,test
"a one trick pony whose few t a bits still ca n't save itself from being unoriginal , unfunny and unrecommendable .",0,test
this examination of aquatic life off the shores of the baja california peninsula of mexico offers an engrossing way to demonstrate the virtues of the imax format .,1,test
"an ungainly , comedy deficient , b movie rush job ...",0,test
"will only satisfy those who ca n't tell the difference between the good , the bad and the ugly .",0,test
"if this movie were a book , it would be a page turner , you ca n't wait to see what happens next .",1,test
` dragonfly ' is a movie about a bus wreck that turns into a film wreck .,0,test
lrb villeneuve rrb seems to realize intuitively that even morality is reduced to an option by the ultimate mysteries of life and death .,1,test
"rather , you 'll have to wrestle disbelief to the ground and then apply the chloroform soaked handkerchief .",0,test
"feel bad for king , who 's honestly trying , and schwartzman , who 's shot himself in the foot .",0,test
"involving at times , but lapses quite casually into the absurd .",0,test
for benigni it was n't shakespeare whom he wanted to define his career with but pinocchio .,1,test
"starts off with a bang , but then fizzles like a wet stick of dynamite at the very end .",0,test
"together , tok and o orchestrate a buoyant , darkly funny dance of death .",1,test
"de niro looks bored , murphy recycles murphy , and you mentally add showtime to the pile of hollywood dreck that represents nothing more than the art of the deal .",0,test
"the film 's real appeal wo n't be to clooney fans or adventure buffs , but to moviegoers who enjoy thinking about compelling questions with no easy answers .",1,test
"guaranteed to move anyone who ever shook , rattled , or rolled .",1,test
"unlike his directorial efforts , la femme nikita and the professional , the transporter lacks besson 's perspective as a storyteller .",0,test
"at about 95 minutes , treasure planet maintains a brisk pace as it races through the familiar story .",1,test
"this limp gender bender baller from a first time director and rookie screenwriter steals wholesale from that 1982 's tootsie , forgetting only to retain a single laugh .",0,test
"so stupid , so ill conceived , so badly drawn , it created whole new levels of ugly .",0,test
there has been much puzzlement among critics about what the election symbolizes .,0,test
"a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview .",1,test
a great idea becomes a not great movie .,0,test
an inspiring and heart affecting film about the desperate attempts of vietnamese refugees living in u.s. relocation camps to keep their hopes alive in 1975 .,1,test
"its over reliance on genre conventions , character types and formulaic conflict resolutions crushes all the goodwill it otherwise develops .",0,test
demme 's loose approach kills the suspense .,0,test
"harsh , effective documentary on life in the israeli occupied palestinian territories .",1,test
steers turns in a snappy screenplay that curls at the edges it 's so clever you want to hate it .,1,test
"this is what imax was made for strap on a pair of 3 d goggles , shut out the real world , and take a vicarious voyage to the last frontier space .",1,test
